

============================== EXP at 2025-04-20 15:56:30 ==============================
dev | avg_loss: 2.0111142113095237 | {'exact_match': 0.0, 'rougeL': 8.6801}
train | epoch   0 | Iter:      6/2499940 | global iter:      4/1249970 | loss: 1.4964 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale: 536870912.0000 | micro time: 0.309 | step time: 0.455
train | epoch   0 | Iter:    118/2499940 | global iter:     60/1249970 | loss: 1.2960 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale: 16384.0000 | micro time: 0.397 | step time: 0.690
train | epoch   0 | Iter:    126/2499940 | global iter:     64/1249970 | loss: 1.0516 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.399 | step time: 0.669
train | epoch   0 | Iter:    134/2499940 | global iter:     68/1249970 | loss: 1.4331 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.398 | step time: 0.691
train | epoch   0 | Iter:    142/2499940 | global iter:     72/1249970 | loss: 1.0797 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.398 | step time: 0.691
train | epoch   0 | Iter:    150/2499940 | global iter:     76/1249970 | loss: 1.3333 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.398 | step time: 0.690
train | epoch   0 | Iter:    158/2499940 | global iter:     80/1249970 | loss: 1.2731 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.399 | step time: 0.689
train | epoch   0 | Iter:    166/2499940 | global iter:     84/1249970 | loss: 1.5417 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.397 | step time: 0.690
train | epoch   0 | Iter:    174/2499940 | global iter:     88/1249970 | loss: 1.2334 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.396 | step time: 0.690
train | epoch   0 | Iter:    182/2499940 | global iter:     92/1249970 | loss: 1.4367 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.399 | step time: 0.692
train | epoch   0 | Iter:    190/2499940 | global iter:     96/1249970 | loss: 0.9817 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.395 | step time: 0.691
train | epoch   0 | Iter:    198/2499940 | global iter:    100/1249970 | loss: 1.2720 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.392 | step time: 0.687
train | epoch   0 | Iter:    206/2499940 | global iter:    104/1249970 | loss: 1.2800 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.398 | step time: 0.690
train | epoch   0 | Iter:    214/2499940 | global iter:    108/1249970 | loss: 1.3671 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.398 | step time: 0.692
train | epoch   0 | Iter:    222/2499940 | global iter:    112/1249970 | loss: 0.9042 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.400 | step time: 0.692
train | epoch   0 | Iter:    230/2499940 | global iter:    116/1249970 | loss: 1.2946 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.397 | step time: 0.690
train | epoch   0 | Iter:    238/2499940 | global iter:    120/1249970 | loss: 1.2374 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.393 | step time: 0.689
train | epoch   0 | Iter:    246/2499940 | global iter:    124/1249970 | loss: 1.3421 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.398 | step time: 0.690
train | epoch   0 | Iter:    254/2499940 | global iter:    128/1249970 | loss: 1.1083 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.396 | step time: 0.689
train | epoch   0 | Iter:    262/2499940 | global iter:    132/1249970 | loss: 1.1533 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.399 | step time: 0.690
train | epoch   0 | Iter:    270/2499940 | global iter:    136/1249970 | loss: 1.0865 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.399 | step time: 0.695
train | epoch   0 | Iter:    278/2499940 | global iter:    140/1249970 | loss: 1.0542 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.396 | step time: 0.690
train | epoch   0 | Iter:    286/2499940 | global iter:    144/1249970 | loss: 1.3340 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.395 | step time: 0.689
train | epoch   0 | Iter:    294/2499940 | global iter:    148/1249970 | loss: 1.0061 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.398 | step time: 0.691
train | epoch   0 | Iter:    302/2499940 | global iter:    152/1249970 | loss: 1.1052 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.399 | step time: 0.690
train | epoch   0 | Iter:    310/2499940 | global iter:    156/1249970 | loss: 1.1160 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.399 | step time: 0.692
train | epoch   0 | Iter:    318/2499940 | global iter:    160/1249970 | loss: 1.4042 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.398 | step time: 0.691
train | epoch   0 | Iter:    326/2499940 | global iter:    164/1249970 | loss: 1.0554 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.400 | step time: 0.691
train | epoch   0 | Iter:    334/2499940 | global iter:    168/1249970 | loss: 0.9120 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.396 | step time: 0.690
train | epoch   0 | Iter:    342/2499940 | global iter:    172/1249970 | loss: 1.2949 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.399 | step time: 0.692
train | epoch   0 | Iter:    350/2499940 | global iter:    176/1249970 | loss: 1.3004 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.400 | step time: 0.690
train | epoch   0 | Iter:    358/2499940 | global iter:    180/1249970 | loss: 1.1511 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.400 | step time: 0.694
train | epoch   0 | Iter:    366/2499940 | global iter:    184/1249970 | loss: 0.9579 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.401 | step time: 0.692
train | epoch   0 | Iter:    374/2499940 | global iter:    188/1249970 | loss: 1.2657 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.400 | step time: 0.691
train | epoch   0 | Iter:    382/2499940 | global iter:    192/1249970 | loss: 1.1275 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.397 | step time: 0.692
train | epoch   0 | Iter:    390/2499940 | global iter:    196/1249970 | loss: 1.3087 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.400 | step time: 0.691
train | epoch   0 | Iter:    398/2499940 | global iter:    200/1249970 | loss: 1.2209 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.398 | step time: 0.689
train | epoch   0 | Iter:    406/2499940 | global iter:    204/1249970 | loss: 0.9678 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.397 | step time: 0.690
train | epoch   0 | Iter:    414/2499940 | global iter:    208/1249970 | loss: 0.9782 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.399 | step time: 0.689
train | epoch   0 | Iter:    422/2499940 | global iter:    212/1249970 | loss: 0.9571 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.397 | step time: 0.691
train | epoch   0 | Iter:    430/2499940 | global iter:    216/1249970 | loss: 1.4134 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.401 | step time: 0.691
train | epoch   0 | Iter:    438/2499940 | global iter:    220/1249970 | loss: 1.0739 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.400 | step time: 0.691
train | epoch   0 | Iter:    446/2499940 | global iter:    224/1249970 | loss: 1.1439 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.396 | step time: 0.691
train | epoch   0 | Iter:    454/2499940 | global iter:    228/1249970 | loss: 1.1769 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.397 | step time: 0.688
train | epoch   0 | Iter:    462/2499940 | global iter:    232/1249970 | loss: 1.1324 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.400 | step time: 0.692
train | epoch   0 | Iter:    470/2499940 | global iter:    236/1249970 | loss: 1.1998 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.398 | step time: 0.691
train | epoch   0 | Iter:    478/2499940 | global iter:    240/1249970 | loss: 1.1831 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.400 | step time: 0.690
train | epoch   0 | Iter:    486/2499940 | global iter:    244/1249970 | loss: 1.0743 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.398 | step time: 0.690
train | epoch   0 | Iter:    494/2499940 | global iter:    248/1249970 | loss: 1.3279 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.399 | step time: 0.691
train | epoch   0 | Iter:    502/2499940 | global iter:    252/1249970 | loss: 1.3121 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.399 | step time: 0.689
train | epoch   0 | Iter:    510/2499940 | global iter:    256/1249970 | loss: 1.0419 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.400 | step time: 0.693
train | epoch   0 | Iter:    518/2499940 | global iter:    260/1249970 | loss: 1.1178 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.397 | step time: 0.688
train | epoch   0 | Iter:    526/2499940 | global iter:    264/1249970 | loss: 1.2270 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.398 | step time: 0.690
train | epoch   0 | Iter:    534/2499940 | global iter:    268/1249970 | loss: 1.0414 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.399 | step time: 0.694
train | epoch   0 | Iter:    542/2499940 | global iter:    272/1249970 | loss: 1.1557 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.399 | step time: 0.690
train | epoch   0 | Iter:    550/2499940 | global iter:    276/1249970 | loss: 1.3047 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.396 | step time: 0.687
train | epoch   0 | Iter:    558/2499940 | global iter:    280/1249970 | loss: 1.0615 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.397 | step time: 0.690
train | epoch   0 | Iter:    566/2499940 | global iter:    284/1249970 | loss: 0.9287 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.397 | step time: 0.689
train | epoch   0 | Iter:    574/2499940 | global iter:    288/1249970 | loss: 1.1510 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.399 | step time: 0.690
train | epoch   0 | Iter:    582/2499940 | global iter:    292/1249970 | loss: 1.1514 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.396 | step time: 0.689
train | epoch   0 | Iter:    590/2499940 | global iter:    296/1249970 | loss: 1.1815 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.397 | step time: 0.687
train | epoch   0 | Iter:    598/2499940 | global iter:    300/1249970 | loss: 1.0454 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.400 | step time: 0.689
train | epoch   0 | Iter:    606/2499940 | global iter:    304/1249970 | loss: 1.4481 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.401 | step time: 0.691
train | epoch   0 | Iter:    614/2499940 | global iter:    308/1249970 | loss: 1.1567 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.411 | step time: 0.693
train | epoch   0 | Iter:    622/2499940 | global iter:    312/1249970 | loss: 1.2906 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.396 | step time: 0.689
train | epoch   0 | Iter:    630/2499940 | global iter:    316/1249970 | loss: 1.1569 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.399 | step time: 0.688
train | epoch   0 | Iter:    638/2499940 | global iter:    320/1249970 | loss: 1.0556 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.399 | step time: 0.689
train | epoch   0 | Iter:    646/2499940 | global iter:    324/1249970 | loss: 0.9069 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.398 | step time: 0.690
train | epoch   0 | Iter:    654/2499940 | global iter:    328/1249970 | loss: 1.3033 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.399 | step time: 0.690
train | epoch   0 | Iter:    662/2499940 | global iter:    332/1249970 | loss: 1.1529 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.394 | step time: 0.688
train | epoch   0 | Iter:    670/2499940 | global iter:    336/1249970 | loss: 1.0205 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.396 | step time: 0.692
train | epoch   0 | Iter:    678/2499940 | global iter:    340/1249970 | loss: 1.3355 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.399 | step time: 0.689
train | epoch   0 | Iter:    686/2499940 | global iter:    344/1249970 | loss: 1.2246 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.399 | step time: 0.690
train | epoch   0 | Iter:    694/2499940 | global iter:    348/1249970 | loss: 1.4459 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.399 | step time: 0.691
train | epoch   0 | Iter:    702/2499940 | global iter:    352/1249970 | loss: 1.1527 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.399 | step time: 0.692
train | epoch   0 | Iter:    710/2499940 | global iter:    356/1249970 | loss: 0.9573 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.397 | step time: 0.690
train | epoch   0 | Iter:    718/2499940 | global iter:    360/1249970 | loss: 1.2555 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  8192.0000 | micro time: 0.396 | step time: 0.689
train | epoch   0 | Iter:    726/2499940 | global iter:    364/1249970 | loss: 1.3723 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.398 | step time: 0.668
train | epoch   0 | Iter:    734/2499940 | global iter:    368/1249970 | loss: 1.3309 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.399 | step time: 0.691
train | epoch   0 | Iter:    742/2499940 | global iter:    372/1249970 | loss: 1.0364 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.397 | step time: 0.689
train | epoch   0 | Iter:    750/2499940 | global iter:    376/1249970 | loss: 1.4694 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.398 | step time: 0.689
train | epoch   0 | Iter:    758/2499940 | global iter:    380/1249970 | loss: 1.2461 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.397 | step time: 0.690
train | epoch   0 | Iter:    766/2499940 | global iter:    384/1249970 | loss: 1.1665 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.399 | step time: 0.691
train | epoch   0 | Iter:    774/2499940 | global iter:    388/1249970 | loss: 1.1578 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.399 | step time: 0.690
train | epoch   0 | Iter:    782/2499940 | global iter:    392/1249970 | loss: 1.3429 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.397 | step time: 0.690
train | epoch   0 | Iter:    790/2499940 | global iter:    396/1249970 | loss: 1.2732 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.399 | step time: 0.693
train | epoch   0 | Iter:    798/2499940 | global iter:    400/1249970 | loss: 1.3180 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.398 | step time: 0.689
train | epoch   0 | Iter:    806/2499940 | global iter:    404/1249970 | loss: 1.1598 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.396 | step time: 0.690
train | epoch   0 | Iter:    814/2499940 | global iter:    408/1249970 | loss: 1.0663 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.398 | step time: 0.691
train | epoch   0 | Iter:    822/2499940 | global iter:    412/1249970 | loss: 1.2003 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.398 | step time: 0.687
train | epoch   0 | Iter:    830/2499940 | global iter:    416/1249970 | loss: 1.2433 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.399 | step time: 0.691
train | epoch   0 | Iter:    838/2499940 | global iter:    420/1249970 | loss: 1.2808 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.397 | step time: 0.689
train | epoch   0 | Iter:    846/2499940 | global iter:    424/1249970 | loss: 1.4668 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.398 | step time: 0.690
train | epoch   0 | Iter:    854/2499940 | global iter:    428/1249970 | loss: 1.0699 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.397 | step time: 0.690
train | epoch   0 | Iter:    862/2499940 | global iter:    432/1249970 | loss: 1.2124 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.399 | step time: 0.691
train | epoch   0 | Iter:    870/2499940 | global iter:    436/1249970 | loss: 0.9821 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.399 | step time: 0.691
train | epoch   0 | Iter:    878/2499940 | global iter:    440/1249970 | loss: 1.1244 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.397 | step time: 0.693
train | epoch   0 | Iter:    886/2499940 | global iter:    444/1249970 | loss: 1.0477 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.398 | step time: 0.692
train | epoch   0 | Iter:    894/2499940 | global iter:    448/1249970 | loss: 1.1994 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.398 | step time: 0.690
train | epoch   0 | Iter:    902/2499940 | global iter:    452/1249970 | loss: 0.9500 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.396 | step time: 0.691
train | epoch   0 | Iter:    910/2499940 | global iter:    456/1249970 | loss: 1.3350 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.399 | step time: 0.692
train | epoch   0 | Iter:    918/2499940 | global iter:    460/1249970 | loss: 0.9907 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.397 | step time: 0.691
train | epoch   0 | Iter:    926/2499940 | global iter:    464/1249970 | loss: 1.5383 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.399 | step time: 0.689
train | epoch   0 | Iter:    934/2499940 | global iter:    468/1249970 | loss: 1.1885 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.397 | step time: 0.691
train | epoch   0 | Iter:    942/2499940 | global iter:    472/1249970 | loss: 1.3344 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.398 | step time: 0.693
train | epoch   0 | Iter:    950/2499940 | global iter:    476/1249970 | loss: 1.3687 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.398 | step time: 0.691
train | epoch   0 | Iter:    958/2499940 | global iter:    480/1249970 | loss: 1.1837 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.399 | step time: 0.693
train | epoch   0 | Iter:    966/2499940 | global iter:    484/1249970 | loss: 1.3541 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.399 | step time: 0.692
train | epoch   0 | Iter:    974/2499940 | global iter:    488/1249970 | loss: 1.0798 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.398 | step time: 0.693
train | epoch   0 | Iter:    982/2499940 | global iter:    492/1249970 | loss: 1.3448 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.396 | step time: 0.692
train | epoch   0 | Iter:    990/2499940 | global iter:    496/1249970 | loss: 1.0607 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.397 | step time: 0.690
train | epoch   0 | Iter:    998/2499940 | global iter:    500/1249970 | loss: 1.1428 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.396 | step time: 0.690
train | epoch   0 | Iter:   1006/2499940 | global iter:    504/1249970 | loss: 1.1897 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.400 | step time: 0.693
train | epoch   0 | Iter:   1014/2499940 | global iter:    508/1249970 | loss: 1.0995 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.396 | step time: 0.692
train | epoch   0 | Iter:   1022/2499940 | global iter:    512/1249970 | loss: 1.1486 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.398 | step time: 0.691
train | epoch   0 | Iter:   1030/2499940 | global iter:    516/1249970 | loss: 1.0712 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.398 | step time: 0.689
train | epoch   0 | Iter:   1038/2499940 | global iter:    520/1249970 | loss: 1.0328 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.397 | step time: 0.692
train | epoch   0 | Iter:   1046/2499940 | global iter:    524/1249970 | loss: 1.2757 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.408 | step time: 0.694
train | epoch   0 | Iter:   1054/2499940 | global iter:    528/1249970 | loss: 0.8606 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.396 | step time: 0.689
train | epoch   0 | Iter:   1062/2499940 | global iter:    532/1249970 | loss: 1.5028 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.395 | step time: 0.688
train | epoch   0 | Iter:   1070/2499940 | global iter:    536/1249970 | loss: 1.2082 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.397 | step time: 0.690
train | epoch   0 | Iter:   1078/2499940 | global iter:    540/1249970 | loss: 1.1858 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.396 | step time: 0.688
train | epoch   0 | Iter:   1086/2499940 | global iter:    544/1249970 | loss: 1.2145 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.393 | step time: 0.688
train | epoch   0 | Iter:   1094/2499940 | global iter:    548/1249970 | loss: 1.1201 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.394 | step time: 0.689
train | epoch   0 | Iter:   1102/2499940 | global iter:    552/1249970 | loss: 1.1435 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.397 | step time: 0.688
train | epoch   0 | Iter:   1110/2499940 | global iter:    556/1249970 | loss: 1.2496 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.396 | step time: 0.689
train | epoch   0 | Iter:   1118/2499940 | global iter:    560/1249970 | loss: 1.0676 | ds_loss: 0.0000 | lr: 1.0000e-05 | scale:  4096.0000 | micro time: 0.399 | step time: 0.691
