

============================== EXP at 2025-04-06 20:45:59 ==============================
dev | avg_loss: 2.242730201901616 | {'exact_match': 0.0, 'rougeL': 5.0513}
train | epoch   0 | Iter:      4/  8460 | global iter:      4/  8460 | loss: 3.5744 | ds_loss: 0.0000 | lr: 5.0000e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.476
train | epoch   0 | Iter:     60/  8460 | global iter:     60/  8460 | loss: 1.1304 | ds_loss: 0.0000 | lr: 4.9994e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:     64/  8460 | global iter:     64/  8460 | loss: 0.8840 | ds_loss: 0.0000 | lr: 4.9993e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:     68/  8460 | global iter:     68/  8460 | loss: 1.3107 | ds_loss: 0.0000 | lr: 4.9992e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.428
train | epoch   0 | Iter:     72/  8460 | global iter:     72/  8460 | loss: 0.9987 | ds_loss: 0.0000 | lr: 4.9991e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:     76/  8460 | global iter:     76/  8460 | loss: 0.7762 | ds_loss: 0.0000 | lr: 4.9990e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.428
train | epoch   0 | Iter:     80/  8460 | global iter:     80/  8460 | loss: 1.3799 | ds_loss: 0.0000 | lr: 4.9989e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.427
train | epoch   0 | Iter:     84/  8460 | global iter:     84/  8460 | loss: 1.2367 | ds_loss: 0.0000 | lr: 4.9988e-04 | scale:     1.0000 | micro time: 0.429 | step time: 0.428
train | epoch   0 | Iter:     88/  8460 | global iter:     88/  8460 | loss: 1.2890 | ds_loss: 0.0000 | lr: 4.9987e-04 | scale:     1.0000 | micro time: 0.429 | step time: 0.428
train | epoch   0 | Iter:     92/  8460 | global iter:     92/  8460 | loss: 1.0313 | ds_loss: 0.0000 | lr: 4.9985e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.427
train | epoch   0 | Iter:     96/  8460 | global iter:     96/  8460 | loss: 1.2517 | ds_loss: 0.0000 | lr: 4.9984e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    100/  8460 | global iter:    100/  8460 | loss: 1.3207 | ds_loss: 0.0000 | lr: 4.9983e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    104/  8460 | global iter:    104/  8460 | loss: 1.4309 | ds_loss: 0.0000 | lr: 4.9981e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    108/  8460 | global iter:    108/  8460 | loss: 1.1859 | ds_loss: 0.0000 | lr: 4.9980e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    112/  8460 | global iter:    112/  8460 | loss: 0.9320 | ds_loss: 0.0000 | lr: 4.9978e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.428
train | epoch   0 | Iter:    116/  8460 | global iter:    116/  8460 | loss: 1.0258 | ds_loss: 0.0000 | lr: 4.9977e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.427
train | epoch   0 | Iter:    120/  8460 | global iter:    120/  8460 | loss: 1.4842 | ds_loss: 0.0000 | lr: 4.9975e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    124/  8460 | global iter:    124/  8460 | loss: 0.8452 | ds_loss: 0.0000 | lr: 4.9974e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.428
train | epoch   0 | Iter:    128/  8460 | global iter:    128/  8460 | loss: 0.9190 | ds_loss: 0.0000 | lr: 4.9972e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    132/  8460 | global iter:    132/  8460 | loss: 1.1822 | ds_loss: 0.0000 | lr: 4.9970e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    136/  8460 | global iter:    136/  8460 | loss: 0.9007 | ds_loss: 0.0000 | lr: 4.9968e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    140/  8460 | global iter:    140/  8460 | loss: 1.0865 | ds_loss: 0.0000 | lr: 4.9966e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    144/  8460 | global iter:    144/  8460 | loss: 0.8646 | ds_loss: 0.0000 | lr: 4.9964e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    148/  8460 | global iter:    148/  8460 | loss: 0.9891 | ds_loss: 0.0000 | lr: 4.9962e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    152/  8460 | global iter:    152/  8460 | loss: 1.2855 | ds_loss: 0.0000 | lr: 4.9960e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.427
train | epoch   0 | Iter:    156/  8460 | global iter:    156/  8460 | loss: 1.0626 | ds_loss: 0.0000 | lr: 4.9958e-04 | scale:     1.0000 | micro time: 0.429 | step time: 0.428
train | epoch   0 | Iter:    160/  8460 | global iter:    160/  8460 | loss: 1.3022 | ds_loss: 0.0000 | lr: 4.9956e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.428
train | epoch   0 | Iter:    164/  8460 | global iter:    164/  8460 | loss: 1.0328 | ds_loss: 0.0000 | lr: 4.9954e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    168/  8460 | global iter:    168/  8460 | loss: 1.2515 | ds_loss: 0.0000 | lr: 4.9951e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    172/  8460 | global iter:    172/  8460 | loss: 0.9515 | ds_loss: 0.0000 | lr: 4.9949e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.428
train | epoch   0 | Iter:    176/  8460 | global iter:    176/  8460 | loss: 1.5492 | ds_loss: 0.0000 | lr: 4.9947e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    180/  8460 | global iter:    180/  8460 | loss: 1.0401 | ds_loss: 0.0000 | lr: 4.9944e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    184/  8460 | global iter:    184/  8460 | loss: 1.4101 | ds_loss: 0.0000 | lr: 4.9942e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    188/  8460 | global iter:    188/  8460 | loss: 0.7955 | ds_loss: 0.0000 | lr: 4.9939e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    192/  8460 | global iter:    192/  8460 | loss: 0.7972 | ds_loss: 0.0000 | lr: 4.9936e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.428
train | epoch   0 | Iter:    196/  8460 | global iter:    196/  8460 | loss: 0.9860 | ds_loss: 0.0000 | lr: 4.9934e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    200/  8460 | global iter:    200/  8460 | loss: 1.4697 | ds_loss: 0.0000 | lr: 4.9931e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.427
train | epoch   0 | Iter:    204/  8460 | global iter:    204/  8460 | loss: 1.4414 | ds_loss: 0.0000 | lr: 4.9928e-04 | scale:     1.0000 | micro time: 0.429 | step time: 0.428
train | epoch   0 | Iter:    208/  8460 | global iter:    208/  8460 | loss: 0.7231 | ds_loss: 0.0000 | lr: 4.9925e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.428
train | epoch   0 | Iter:    212/  8460 | global iter:    212/  8460 | loss: 0.7653 | ds_loss: 0.0000 | lr: 4.9923e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.427
train | epoch   0 | Iter:    216/  8460 | global iter:    216/  8460 | loss: 1.5409 | ds_loss: 0.0000 | lr: 4.9920e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    220/  8460 | global iter:    220/  8460 | loss: 0.8446 | ds_loss: 0.0000 | lr: 4.9917e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    224/  8460 | global iter:    224/  8460 | loss: 0.7845 | ds_loss: 0.0000 | lr: 4.9914e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.427
train | epoch   0 | Iter:    228/  8460 | global iter:    228/  8460 | loss: 0.7633 | ds_loss: 0.0000 | lr: 4.9910e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    232/  8460 | global iter:    232/  8460 | loss: 0.9320 | ds_loss: 0.0000 | lr: 4.9907e-04 | scale:     1.0000 | micro time: 0.429 | step time: 0.428
train | epoch   0 | Iter:    236/  8460 | global iter:    236/  8460 | loss: 1.0504 | ds_loss: 0.0000 | lr: 4.9904e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.428
train | epoch   0 | Iter:    240/  8460 | global iter:    240/  8460 | loss: 1.5066 | ds_loss: 0.0000 | lr: 4.9901e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.427
train | epoch   0 | Iter:    244/  8460 | global iter:    244/  8460 | loss: 1.0245 | ds_loss: 0.0000 | lr: 4.9897e-04 | scale:     1.0000 | micro time: 0.429 | step time: 0.428
train | epoch   0 | Iter:    248/  8460 | global iter:    248/  8460 | loss: 0.9368 | ds_loss: 0.0000 | lr: 4.9894e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.427
train | epoch   0 | Iter:    252/  8460 | global iter:    252/  8460 | loss: 0.8662 | ds_loss: 0.0000 | lr: 4.9891e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    256/  8460 | global iter:    256/  8460 | loss: 1.2812 | ds_loss: 0.0000 | lr: 4.9887e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    260/  8460 | global iter:    260/  8460 | loss: 0.8784 | ds_loss: 0.0000 | lr: 4.9884e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.427
train | epoch   0 | Iter:    264/  8460 | global iter:    264/  8460 | loss: 0.7734 | ds_loss: 0.0000 | lr: 4.9880e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    268/  8460 | global iter:    268/  8460 | loss: 1.2351 | ds_loss: 0.0000 | lr: 4.9876e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    272/  8460 | global iter:    272/  8460 | loss: 1.0421 | ds_loss: 0.0000 | lr: 4.9873e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    276/  8460 | global iter:    276/  8460 | loss: 0.7554 | ds_loss: 0.0000 | lr: 4.9869e-04 | scale:     1.0000 | micro time: 0.429 | step time: 0.428
train | epoch   0 | Iter:    280/  8460 | global iter:    280/  8460 | loss: 1.0519 | ds_loss: 0.0000 | lr: 4.9865e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    284/  8460 | global iter:    284/  8460 | loss: 0.7326 | ds_loss: 0.0000 | lr: 4.9861e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.427
train | epoch   0 | Iter:    288/  8460 | global iter:    288/  8460 | loss: 1.3373 | ds_loss: 0.0000 | lr: 4.9857e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.427
train | epoch   0 | Iter:    292/  8460 | global iter:    292/  8460 | loss: 1.2965 | ds_loss: 0.0000 | lr: 4.9853e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    296/  8460 | global iter:    296/  8460 | loss: 1.0823 | ds_loss: 0.0000 | lr: 4.9849e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.427
train | epoch   0 | Iter:    300/  8460 | global iter:    300/  8460 | loss: 1.2405 | ds_loss: 0.0000 | lr: 4.9845e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    304/  8460 | global iter:    304/  8460 | loss: 1.0336 | ds_loss: 0.0000 | lr: 4.9841e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.428
train | epoch   0 | Iter:    308/  8460 | global iter:    308/  8460 | loss: 0.8850 | ds_loss: 0.0000 | lr: 4.9837e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.427
train | epoch   0 | Iter:    312/  8460 | global iter:    312/  8460 | loss: 0.8109 | ds_loss: 0.0000 | lr: 4.9832e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    316/  8460 | global iter:    316/  8460 | loss: 1.0544 | ds_loss: 0.0000 | lr: 4.9828e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.428
train | epoch   0 | Iter:    320/  8460 | global iter:    320/  8460 | loss: 1.2544 | ds_loss: 0.0000 | lr: 4.9824e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.427
train | epoch   0 | Iter:    324/  8460 | global iter:    324/  8460 | loss: 1.1327 | ds_loss: 0.0000 | lr: 4.9819e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    328/  8460 | global iter:    328/  8460 | loss: 0.7162 | ds_loss: 0.0000 | lr: 4.9815e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    332/  8460 | global iter:    332/  8460 | loss: 0.5936 | ds_loss: 0.0000 | lr: 4.9810e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.428
train | epoch   0 | Iter:    336/  8460 | global iter:    336/  8460 | loss: 0.6866 | ds_loss: 0.0000 | lr: 4.9806e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.427
train | epoch   0 | Iter:    340/  8460 | global iter:    340/  8460 | loss: 0.9075 | ds_loss: 0.0000 | lr: 4.9801e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    344/  8460 | global iter:    344/  8460 | loss: 1.1492 | ds_loss: 0.0000 | lr: 4.9796e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    348/  8460 | global iter:    348/  8460 | loss: 0.9114 | ds_loss: 0.0000 | lr: 4.9792e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    352/  8460 | global iter:    352/  8460 | loss: 0.8538 | ds_loss: 0.0000 | lr: 4.9787e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    356/  8460 | global iter:    356/  8460 | loss: 1.1251 | ds_loss: 0.0000 | lr: 4.9782e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.427
train | epoch   0 | Iter:    360/  8460 | global iter:    360/  8460 | loss: 0.7468 | ds_loss: 0.0000 | lr: 4.9777e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    364/  8460 | global iter:    364/  8460 | loss: 0.9907 | ds_loss: 0.0000 | lr: 4.9772e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.428
train | epoch   0 | Iter:    368/  8460 | global iter:    368/  8460 | loss: 1.1397 | ds_loss: 0.0000 | lr: 4.9767e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.427
train | epoch   0 | Iter:    372/  8460 | global iter:    372/  8460 | loss: 1.2084 | ds_loss: 0.0000 | lr: 4.9762e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    376/  8460 | global iter:    376/  8460 | loss: 1.1176 | ds_loss: 0.0000 | lr: 4.9757e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    380/  8460 | global iter:    380/  8460 | loss: 0.8192 | ds_loss: 0.0000 | lr: 4.9752e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.427
train | epoch   0 | Iter:    384/  8460 | global iter:    384/  8460 | loss: 0.8192 | ds_loss: 0.0000 | lr: 4.9746e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    388/  8460 | global iter:    388/  8460 | loss: 0.7593 | ds_loss: 0.0000 | lr: 4.9741e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    392/  8460 | global iter:    392/  8460 | loss: 1.3768 | ds_loss: 0.0000 | lr: 4.9736e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.427
train | epoch   0 | Iter:    396/  8460 | global iter:    396/  8460 | loss: 0.7490 | ds_loss: 0.0000 | lr: 4.9730e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    400/  8460 | global iter:    400/  8460 | loss: 0.9554 | ds_loss: 0.0000 | lr: 4.9725e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.428
train | epoch   0 | Iter:    404/  8460 | global iter:    404/  8460 | loss: 0.9428 | ds_loss: 0.0000 | lr: 4.9719e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.427
train | epoch   0 | Iter:    408/  8460 | global iter:    408/  8460 | loss: 0.8883 | ds_loss: 0.0000 | lr: 4.9714e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    412/  8460 | global iter:    412/  8460 | loss: 0.9532 | ds_loss: 0.0000 | lr: 4.9708e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.427
train | epoch   0 | Iter:    416/  8460 | global iter:    416/  8460 | loss: 1.1831 | ds_loss: 0.0000 | lr: 4.9702e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.428
train | epoch   0 | Iter:    420/  8460 | global iter:    420/  8460 | loss: 0.7893 | ds_loss: 0.0000 | lr: 4.9697e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    424/  8460 | global iter:    424/  8460 | loss: 1.3314 | ds_loss: 0.0000 | lr: 4.9691e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    428/  8460 | global iter:    428/  8460 | loss: 0.9423 | ds_loss: 0.0000 | lr: 4.9685e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.428
train | epoch   0 | Iter:    432/  8460 | global iter:    432/  8460 | loss: 0.8107 | ds_loss: 0.0000 | lr: 4.9679e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.427
train | epoch   0 | Iter:    436/  8460 | global iter:    436/  8460 | loss: 1.2816 | ds_loss: 0.0000 | lr: 4.9673e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    440/  8460 | global iter:    440/  8460 | loss: 0.6847 | ds_loss: 0.0000 | lr: 4.9667e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.428
train | epoch   0 | Iter:    444/  8460 | global iter:    444/  8460 | loss: 0.9097 | ds_loss: 0.0000 | lr: 4.9661e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.427
train | epoch   0 | Iter:    448/  8460 | global iter:    448/  8460 | loss: 0.7443 | ds_loss: 0.0000 | lr: 4.9655e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    452/  8460 | global iter:    452/  8460 | loss: 0.7896 | ds_loss: 0.0000 | lr: 4.9649e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    456/  8460 | global iter:    456/  8460 | loss: 0.9236 | ds_loss: 0.0000 | lr: 4.9643e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    460/  8460 | global iter:    460/  8460 | loss: 0.9284 | ds_loss: 0.0000 | lr: 4.9636e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.428
train | epoch   0 | Iter:    464/  8460 | global iter:    464/  8460 | loss: 0.8747 | ds_loss: 0.0000 | lr: 4.9630e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.427
train | epoch   0 | Iter:    468/  8460 | global iter:    468/  8460 | loss: 0.8277 | ds_loss: 0.0000 | lr: 4.9623e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    472/  8460 | global iter:    472/  8460 | loss: 0.8993 | ds_loss: 0.0000 | lr: 4.9617e-04 | scale:     1.0000 | micro time: 0.429 | step time: 0.429
train | epoch   0 | Iter:    476/  8460 | global iter:    476/  8460 | loss: 0.8953 | ds_loss: 0.0000 | lr: 4.9611e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.428
train | epoch   0 | Iter:    480/  8460 | global iter:    480/  8460 | loss: 1.0104 | ds_loss: 0.0000 | lr: 4.9604e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.427
train | epoch   0 | Iter:    484/  8460 | global iter:    484/  8460 | loss: 0.5733 | ds_loss: 0.0000 | lr: 4.9597e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    488/  8460 | global iter:    488/  8460 | loss: 0.9241 | ds_loss: 0.0000 | lr: 4.9591e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.427
train | epoch   0 | Iter:    492/  8460 | global iter:    492/  8460 | loss: 0.6551 | ds_loss: 0.0000 | lr: 4.9584e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    496/  8460 | global iter:    496/  8460 | loss: 0.9579 | ds_loss: 0.0000 | lr: 4.9577e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    500/  8460 | global iter:    500/  8460 | loss: 0.7203 | ds_loss: 0.0000 | lr: 4.9570e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.427
train | epoch   0 | Iter:    504/  8460 | global iter:    504/  8460 | loss: 0.8718 | ds_loss: 0.0000 | lr: 4.9564e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    508/  8460 | global iter:    508/  8460 | loss: 0.5262 | ds_loss: 0.0000 | lr: 4.9557e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.428
train | epoch   0 | Iter:    512/  8460 | global iter:    512/  8460 | loss: 0.8822 | ds_loss: 0.0000 | lr: 4.9550e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.427
train | epoch   0 | Iter:    516/  8460 | global iter:    516/  8460 | loss: 0.9273 | ds_loss: 0.0000 | lr: 4.9543e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    520/  8460 | global iter:    520/  8460 | loss: 0.7401 | ds_loss: 0.0000 | lr: 4.9535e-04 | scale:     1.0000 | micro time: 0.429 | step time: 0.429
train | epoch   0 | Iter:    524/  8460 | global iter:    524/  8460 | loss: 0.8251 | ds_loss: 0.0000 | lr: 4.9528e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.427
train | epoch   0 | Iter:    528/  8460 | global iter:    528/  8460 | loss: 0.8670 | ds_loss: 0.0000 | lr: 4.9521e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    532/  8460 | global iter:    532/  8460 | loss: 0.6529 | ds_loss: 0.0000 | lr: 4.9514e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    536/  8460 | global iter:    536/  8460 | loss: 0.6352 | ds_loss: 0.0000 | lr: 4.9507e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.427
train | epoch   0 | Iter:    540/  8460 | global iter:    540/  8460 | loss: 0.8030 | ds_loss: 0.0000 | lr: 4.9499e-04 | scale:     1.0000 | micro time: 0.429 | step time: 0.428
train | epoch   0 | Iter:    544/  8460 | global iter:    544/  8460 | loss: 0.6499 | ds_loss: 0.0000 | lr: 4.9492e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.428
train | epoch   0 | Iter:    548/  8460 | global iter:    548/  8460 | loss: 1.0256 | ds_loss: 0.0000 | lr: 4.9484e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.427
train | epoch   0 | Iter:    552/  8460 | global iter:    552/  8460 | loss: 0.9360 | ds_loss: 0.0000 | lr: 4.9477e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    556/  8460 | global iter:    556/  8460 | loss: 0.7369 | ds_loss: 0.0000 | lr: 4.9469e-04 | scale:     1.0000 | micro time: 0.427 | step time: 0.428
train | epoch   0 | Iter:    560/  8460 | global iter:    560/  8460 | loss: 1.3155 | ds_loss: 0.0000 | lr: 4.9461e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
train | epoch   0 | Iter:    564/  8460 | global iter:    564/  8460 | loss: 0.7734 | ds_loss: 0.0000 | lr: 4.9454e-04 | scale:     1.0000 | micro time: 0.428 | step time: 0.428
