

============================== EXP at 2025-04-20 04:02:58 ==============================
dev | avg_loss: 2.7389322916666665 | {'exact_match': 0.0, 'rougeL': 13.2054}
train | epoch   0 | Iter:      4/624920 | global iter:      4/624920 | loss: 2.9719 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 268435456.0000 | micro time: 1.233 | step time: 1.313
train | epoch   0 | Iter:    124/624920 | global iter:    124/624920 | loss: 1.1474 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.765 | step time: 1.772
train | epoch   0 | Iter:    128/624920 | global iter:    128/624920 | loss: 1.2022 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.747 | step time: 1.781
train | epoch   0 | Iter:    132/624920 | global iter:    132/624920 | loss: 1.1648 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.799 | step time: 1.793
train | epoch   0 | Iter:    136/624920 | global iter:    136/624920 | loss: 1.1868 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.842 | step time: 1.787
train | epoch   0 | Iter:    140/624920 | global iter:    140/624920 | loss: 1.1085 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.841 | step time: 1.770
train | epoch   0 | Iter:    144/624920 | global iter:    144/624920 | loss: 1.2538 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.662 | step time: 1.713
train | epoch   0 | Iter:    148/624920 | global iter:    148/624920 | loss: 1.2080 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.765 | step time: 1.753
train | epoch   0 | Iter:    152/624920 | global iter:    152/624920 | loss: 1.1621 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.814 | step time: 1.782
train | epoch   0 | Iter:    156/624920 | global iter:    156/624920 | loss: 1.1304 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.801 | step time: 1.788
train | epoch   0 | Iter:    160/624920 | global iter:    160/624920 | loss: 1.1431 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.762 | step time: 1.776
train | epoch   0 | Iter:    164/624920 | global iter:    164/624920 | loss: 1.1486 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.712 | step time: 1.721
train | epoch   0 | Iter:    168/624920 | global iter:    168/624920 | loss: 1.1717 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.840 | step time: 1.811
train | epoch   0 | Iter:    172/624920 | global iter:    172/624920 | loss: 1.1730 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.800 | step time: 1.768
train | epoch   0 | Iter:    176/624920 | global iter:    176/624920 | loss: 1.1735 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.647 | step time: 1.745
train | epoch   0 | Iter:    180/624920 | global iter:    180/624920 | loss: 1.1221 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.855 | step time: 1.813
train | epoch   0 | Iter:    184/624920 | global iter:    184/624920 | loss: 1.1760 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.749 | step time: 1.779
train | epoch   0 | Iter:    188/624920 | global iter:    188/624920 | loss: 1.1866 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.793 | step time: 1.775
train | epoch   0 | Iter:    192/624920 | global iter:    192/624920 | loss: 1.1752 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.738 | step time: 1.768
train | epoch   0 | Iter:    196/624920 | global iter:    196/624920 | loss: 1.2579 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.759 | step time: 1.784
train | epoch   0 | Iter:    200/624920 | global iter:    200/624920 | loss: 1.2898 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.736 | step time: 1.757
train | epoch   0 | Iter:    204/624920 | global iter:    204/624920 | loss: 1.1173 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.781 | step time: 1.811
train | epoch   0 | Iter:    208/624920 | global iter:    208/624920 | loss: 1.2875 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.852 | step time: 1.801
train | epoch   0 | Iter:    212/624920 | global iter:    212/624920 | loss: 1.2261 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.759 | step time: 1.762
train | epoch   0 | Iter:    216/624920 | global iter:    216/624920 | loss: 1.2080 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.803 | step time: 1.775
train | epoch   0 | Iter:    220/624920 | global iter:    220/624920 | loss: 0.9187 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.703 | step time: 1.815
train | epoch   0 | Iter:    224/624920 | global iter:    224/624920 | loss: 1.2667 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.820 | step time: 1.836
train | epoch   0 | Iter:    228/624920 | global iter:    228/624920 | loss: 1.2849 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.833 | step time: 1.817
train | epoch   0 | Iter:    232/624920 | global iter:    232/624920 | loss: 1.0772 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.772 | step time: 1.772
train | epoch   0 | Iter:    236/624920 | global iter:    236/624920 | loss: 1.1511 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.806 | step time: 1.776
train | epoch   0 | Iter:    240/624920 | global iter:    240/624920 | loss: 1.1456 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.786 | step time: 1.798
train | epoch   0 | Iter:    244/624920 | global iter:    244/624920 | loss: 1.1224 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.791 | step time: 1.841
train | epoch   0 | Iter:    248/624920 | global iter:    248/624920 | loss: 1.2055 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.647 | step time: 1.762
train | epoch   0 | Iter:    252/624920 | global iter:    252/624920 | loss: 1.2000 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.742 | step time: 1.787
train | epoch   0 | Iter:    256/624920 | global iter:    256/624920 | loss: 1.2926 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.754 | step time: 1.811
train | epoch   0 | Iter:    260/624920 | global iter:    260/624920 | loss: 1.0938 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.774 | step time: 1.751
train | epoch   0 | Iter:    264/624920 | global iter:    264/624920 | loss: 1.1967 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.828 | step time: 1.809
train | epoch   0 | Iter:    268/624920 | global iter:    268/624920 | loss: 1.0806 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.733 | step time: 1.783
train | epoch   0 | Iter:    272/624920 | global iter:    272/624920 | loss: 1.0793 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.790 | step time: 1.826
train | epoch   0 | Iter:    276/624920 | global iter:    276/624920 | loss: 1.2773 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.834 | step time: 1.788
train | epoch   0 | Iter:    280/624920 | global iter:    280/624920 | loss: 0.9821 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.785 | step time: 1.779
train | epoch   0 | Iter:    284/624920 | global iter:    284/624920 | loss: 1.0916 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.837 | step time: 1.792
train | epoch   0 | Iter:    288/624920 | global iter:    288/624920 | loss: 1.2409 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.779 | step time: 1.770
train | epoch   0 | Iter:    292/624920 | global iter:    292/624920 | loss: 1.1444 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.857 | step time: 1.767
train | epoch   0 | Iter:    296/624920 | global iter:    296/624920 | loss: 1.0774 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.654 | step time: 1.744
train | epoch   0 | Iter:    300/624920 | global iter:    300/624920 | loss: 1.0724 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.745 | step time: 1.780
train | epoch   0 | Iter:    304/624920 | global iter:    304/624920 | loss: 1.1574 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.799 | step time: 1.832
train | epoch   0 | Iter:    308/624920 | global iter:    308/624920 | loss: 1.1215 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.870 | step time: 1.720
train | epoch   0 | Iter:    312/624920 | global iter:    312/624920 | loss: 1.1619 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.794 | step time: 1.807
train | epoch   0 | Iter:    316/624920 | global iter:    316/624920 | loss: 0.9866 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.657 | step time: 1.766
train | epoch   0 | Iter:    320/624920 | global iter:    320/624920 | loss: 1.2124 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.711 | step time: 1.743
train | epoch   0 | Iter:    324/624920 | global iter:    324/624920 | loss: 1.1312 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.794 | step time: 1.770
train | epoch   0 | Iter:    328/624920 | global iter:    328/624920 | loss: 1.2232 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.775 | step time: 1.784
train | epoch   0 | Iter:    332/624920 | global iter:    332/624920 | loss: 1.2325 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.785 | step time: 1.778
train | epoch   0 | Iter:    336/624920 | global iter:    336/624920 | loss: 1.1993 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.750 | step time: 1.796
train | epoch   0 | Iter:    340/624920 | global iter:    340/624920 | loss: 1.0303 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.882 | step time: 1.806
train | epoch   0 | Iter:    344/624920 | global iter:    344/624920 | loss: 1.2100 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.838 | step time: 1.761
train | epoch   0 | Iter:    348/624920 | global iter:    348/624920 | loss: 1.0280 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.856 | step time: 1.803
train | epoch   0 | Iter:    352/624920 | global iter:    352/624920 | loss: 1.1240 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.699 | step time: 1.764
train | epoch   0 | Iter:    356/624920 | global iter:    356/624920 | loss: 1.1653 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.733 | step time: 1.785
train | epoch   0 | Iter:    360/624920 | global iter:    360/624920 | loss: 1.1392 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.687 | step time: 1.764
train | epoch   0 | Iter:    364/624920 | global iter:    364/624920 | loss: 1.1430 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.727 | step time: 1.761
train | epoch   0 | Iter:    368/624920 | global iter:    368/624920 | loss: 1.2362 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.863 | step time: 1.806
train | epoch   0 | Iter:    372/624920 | global iter:    372/624920 | loss: 1.2373 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.912 | step time: 1.825
train | epoch   0 | Iter:    376/624920 | global iter:    376/624920 | loss: 1.2291 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.739 | step time: 1.749
train | epoch   0 | Iter:    380/624920 | global iter:    380/624920 | loss: 0.8873 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.733 | step time: 1.789
train | epoch   0 | Iter:    384/624920 | global iter:    384/624920 | loss: 1.0823 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.733 | step time: 1.764
train | epoch   0 | Iter:    388/624920 | global iter:    388/624920 | loss: 1.0505 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.733 | step time: 1.782
train | epoch   0 | Iter:    392/624920 | global iter:    392/624920 | loss: 1.2135 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.792 | step time: 1.758
train | epoch   0 | Iter:    396/624920 | global iter:    396/624920 | loss: 1.2126 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.815 | step time: 1.797
train | epoch   0 | Iter:    400/624920 | global iter:    400/624920 | loss: 0.9946 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.685 | step time: 1.732
train | epoch   0 | Iter:    404/624920 | global iter:    404/624920 | loss: 1.0735 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.781 | step time: 1.794
train | epoch   0 | Iter:    408/624920 | global iter:    408/624920 | loss: 0.9926 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.808 | step time: 1.793
train | epoch   0 | Iter:    412/624920 | global iter:    412/624920 | loss: 1.1488 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.795 | step time: 1.787
train | epoch   0 | Iter:    416/624920 | global iter:    416/624920 | loss: 1.2579 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.686 | step time: 1.776
train | epoch   0 | Iter:    420/624920 | global iter:    420/624920 | loss: 0.8968 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.770 | step time: 1.789
train | epoch   0 | Iter:    424/624920 | global iter:    424/624920 | loss: 1.2354 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.829 | step time: 1.816
train | epoch   0 | Iter:    428/624920 | global iter:    428/624920 | loss: 1.0742 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.712 | step time: 1.746
train | epoch   0 | Iter:    432/624920 | global iter:    432/624920 | loss: 1.0823 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.814 | step time: 1.750
train | epoch   0 | Iter:    436/624920 | global iter:    436/624920 | loss: 1.1041 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.739 | step time: 1.784
train | epoch   0 | Iter:    440/624920 | global iter:    440/624920 | loss: 0.9727 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.802 | step time: 1.790
train | epoch   0 | Iter:    444/624920 | global iter:    444/624920 | loss: 1.0853 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.696 | step time: 1.785
train | epoch   0 | Iter:    448/624920 | global iter:    448/624920 | loss: 1.0747 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.817 | step time: 1.783
train | epoch   0 | Iter:    452/624920 | global iter:    452/624920 | loss: 0.9760 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.636 | step time: 1.745
train | epoch   0 | Iter:    456/624920 | global iter:    456/624920 | loss: 1.2033 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.806 | step time: 1.731
train | epoch   0 | Iter:    460/624920 | global iter:    460/624920 | loss: 1.0676 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.723 | step time: 1.795
train | epoch   0 | Iter:    464/624920 | global iter:    464/624920 | loss: 1.1057 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.805 | step time: 1.813
train | epoch   0 | Iter:    468/624920 | global iter:    468/624920 | loss: 1.2118 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.748 | step time: 1.775
train | epoch   0 | Iter:    472/624920 | global iter:    472/624920 | loss: 1.1966 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.791 | step time: 1.804
train | epoch   0 | Iter:    476/624920 | global iter:    476/624920 | loss: 1.1346 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.824 | step time: 1.813
train | epoch   0 | Iter:    480/624920 | global iter:    480/624920 | loss: 1.1038 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.807 | step time: 1.786
train | epoch   0 | Iter:    484/624920 | global iter:    484/624920 | loss: 1.0848 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.826 | step time: 1.728
train | epoch   0 | Iter:    488/624920 | global iter:    488/624920 | loss: 1.1183 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.847 | step time: 1.839
train | epoch   0 | Iter:    492/624920 | global iter:    492/624920 | loss: 1.1443 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.856 | step time: 1.841
train | epoch   0 | Iter:    496/624920 | global iter:    496/624920 | loss: 1.0311 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.735 | step time: 1.785
train | epoch   0 | Iter:    500/624920 | global iter:    500/624920 | loss: 1.0450 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.889 | step time: 1.805
train | epoch   0 | Iter:    504/624920 | global iter:    504/624920 | loss: 1.1677 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.799 | step time: 1.809
train | epoch   0 | Iter:    508/624920 | global iter:    508/624920 | loss: 0.9666 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.781 | step time: 1.798
train | epoch   0 | Iter:    512/624920 | global iter:    512/624920 | loss: 1.1055 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.712 | step time: 1.745
train | epoch   0 | Iter:    516/624920 | global iter:    516/624920 | loss: 1.1044 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.645 | step time: 1.749
train | epoch   0 | Iter:    520/624920 | global iter:    520/624920 | loss: 1.1070 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.792 | step time: 1.787
train | epoch   0 | Iter:    524/624920 | global iter:    524/624920 | loss: 0.9865 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.866 | step time: 1.817
train | epoch   0 | Iter:    528/624920 | global iter:    528/624920 | loss: 1.0750 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.854 | step time: 1.789
train | epoch   0 | Iter:    532/624920 | global iter:    532/624920 | loss: 1.0958 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.838 | step time: 1.758
train | epoch   0 | Iter:    536/624920 | global iter:    536/624920 | loss: 1.1140 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.755 | step time: 1.772
train | epoch   0 | Iter:    540/624920 | global iter:    540/624920 | loss: 0.9895 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.777 | step time: 1.790
train | epoch   0 | Iter:    544/624920 | global iter:    544/624920 | loss: 1.0465 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.823 | step time: 1.805
train | epoch   0 | Iter:    548/624920 | global iter:    548/624920 | loss: 1.1899 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.796 | step time: 1.760
train | epoch   0 | Iter:    552/624920 | global iter:    552/624920 | loss: 1.1040 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.755 | step time: 1.782
train | epoch   0 | Iter:    556/624920 | global iter:    556/624920 | loss: 1.0864 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.716 | step time: 1.727
train | epoch   0 | Iter:    560/624920 | global iter:    560/624920 | loss: 1.0404 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.739 | step time: 1.795
train | epoch   0 | Iter:    564/624920 | global iter:    564/624920 | loss: 1.0225 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.772 | step time: 1.769
train | epoch   0 | Iter:    568/624920 | global iter:    568/624920 | loss: 1.0294 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.715 | step time: 1.745
train | epoch   0 | Iter:    572/624920 | global iter:    572/624920 | loss: 1.1797 | ds_loss: 0.0000 | lr: 5.0000e-05 | scale: 65536.0000 | micro time: 1.707 | step time: 1.814
