

============================== EXP at 2025-03-30 15:58:07 ==============================
dev | avg_loss: 2.0050376105952905 | {'exact_match': 0.0, 'rougeL': 5.9845}
train | epoch   0 | Iter:      4/  8460 | global iter:      4/  8460 | loss: 1.7861 | ds_loss: 0.0000 | lr: 1.0000e-04 | scale:     1.0000 | micro time: 0.791 | step time: 0.775
train | epoch   0 | Iter:    144/  8460 | global iter:    144/  8460 | loss: 0.4419 | ds_loss: 0.0000 | lr: 9.9929e-05 | scale:     1.0000 | micro time: 0.947 | step time: 0.895
train | epoch   0 | Iter:    148/  8460 | global iter:    148/  8460 | loss: 0.7462 | ds_loss: 0.0000 | lr: 9.9925e-05 | scale:     1.0000 | micro time: 0.823 | step time: 0.893
train | epoch   0 | Iter:    152/  8460 | global iter:    152/  8460 | loss: 0.9708 | ds_loss: 0.0000 | lr: 9.9920e-05 | scale:     1.0000 | micro time: 0.927 | step time: 0.839
train | epoch   0 | Iter:    156/  8460 | global iter:    156/  8460 | loss: 0.7708 | ds_loss: 0.0000 | lr: 9.9916e-05 | scale:     1.0000 | micro time: 0.936 | step time: 0.868
train | epoch   0 | Iter:    160/  8460 | global iter:    160/  8460 | loss: 0.8836 | ds_loss: 0.0000 | lr: 9.9912e-05 | scale:     1.0000 | micro time: 0.759 | step time: 0.841
train | epoch   0 | Iter:    164/  8460 | global iter:    164/  8460 | loss: 0.7092 | ds_loss: 0.0000 | lr: 9.9907e-05 | scale:     1.0000 | micro time: 0.852 | step time: 0.829
train | epoch   0 | Iter:    168/  8460 | global iter:    168/  8460 | loss: 0.9018 | ds_loss: 0.0000 | lr: 9.9903e-05 | scale:     1.0000 | micro time: 0.777 | step time: 0.881
train | epoch   0 | Iter:    172/  8460 | global iter:    172/  8460 | loss: 0.7350 | ds_loss: 0.0000 | lr: 9.9898e-05 | scale:     1.0000 | micro time: 0.946 | step time: 0.897
train | epoch   0 | Iter:    176/  8460 | global iter:    176/  8460 | loss: 0.9856 | ds_loss: 0.0000 | lr: 9.9893e-05 | scale:     1.0000 | micro time: 0.858 | step time: 0.897
train | epoch   0 | Iter:    180/  8460 | global iter:    180/  8460 | loss: 0.7268 | ds_loss: 0.0000 | lr: 9.9888e-05 | scale:     1.0000 | micro time: 0.862 | step time: 0.863
train | epoch   0 | Iter:    184/  8460 | global iter:    184/  8460 | loss: 0.9866 | ds_loss: 0.0000 | lr: 9.9883e-05 | scale:     1.0000 | micro time: 0.811 | step time: 0.796
train | epoch   0 | Iter:    188/  8460 | global iter:    188/  8460 | loss: 0.5218 | ds_loss: 0.0000 | lr: 9.9878e-05 | scale:     1.0000 | micro time: 0.812 | step time: 0.880
train | epoch   0 | Iter:    192/  8460 | global iter:    192/  8460 | loss: 0.4736 | ds_loss: 0.0000 | lr: 9.9873e-05 | scale:     1.0000 | micro time: 0.760 | step time: 0.853
train | epoch   0 | Iter:    196/  8460 | global iter:    196/  8460 | loss: 0.7627 | ds_loss: 0.0000 | lr: 9.9868e-05 | scale:     1.0000 | micro time: 1.002 | step time: 0.939
train | epoch   0 | Iter:    200/  8460 | global iter:    200/  8460 | loss: 1.1291 | ds_loss: 0.0000 | lr: 9.9862e-05 | scale:     1.0000 | micro time: 0.711 | step time: 0.843
train | epoch   0 | Iter:    204/  8460 | global iter:    204/  8460 | loss: 0.9330 | ds_loss: 0.0000 | lr: 9.9857e-05 | scale:     1.0000 | micro time: 0.928 | step time: 0.859
train | epoch   0 | Iter:    208/  8460 | global iter:    208/  8460 | loss: 0.4740 | ds_loss: 0.0000 | lr: 9.9851e-05 | scale:     1.0000 | micro time: 0.796 | step time: 0.816
train | epoch   0 | Iter:    212/  8460 | global iter:    212/  8460 | loss: 0.5440 | ds_loss: 0.0000 | lr: 9.9845e-05 | scale:     1.0000 | micro time: 0.941 | step time: 0.824
train | epoch   0 | Iter:    216/  8460 | global iter:    216/  8460 | loss: 0.9406 | ds_loss: 0.0000 | lr: 9.9839e-05 | scale:     1.0000 | micro time: 0.863 | step time: 0.853
train | epoch   0 | Iter:    220/  8460 | global iter:    220/  8460 | loss: 0.5972 | ds_loss: 0.0000 | lr: 9.9833e-05 | scale:     1.0000 | micro time: 0.853 | step time: 0.841
train | epoch   0 | Iter:    224/  8460 | global iter:    224/  8460 | loss: 0.5354 | ds_loss: 0.0000 | lr: 9.9827e-05 | scale:     1.0000 | micro time: 0.818 | step time: 0.818
train | epoch   0 | Iter:    228/  8460 | global iter:    228/  8460 | loss: 0.5282 | ds_loss: 0.0000 | lr: 9.9821e-05 | scale:     1.0000 | micro time: 0.877 | step time: 0.823
train | epoch   0 | Iter:    232/  8460 | global iter:    232/  8460 | loss: 0.5890 | ds_loss: 0.0000 | lr: 9.9815e-05 | scale:     1.0000 | micro time: 0.937 | step time: 0.903
train | epoch   0 | Iter:    236/  8460 | global iter:    236/  8460 | loss: 0.6318 | ds_loss: 0.0000 | lr: 9.9808e-05 | scale:     1.0000 | micro time: 0.890 | step time: 0.884
train | epoch   0 | Iter:    240/  8460 | global iter:    240/  8460 | loss: 0.9770 | ds_loss: 0.0000 | lr: 9.9802e-05 | scale:     1.0000 | micro time: 0.732 | step time: 0.814
train | epoch   0 | Iter:    244/  8460 | global iter:    244/  8460 | loss: 0.7425 | ds_loss: 0.0000 | lr: 9.9795e-05 | scale:     1.0000 | micro time: 0.769 | step time: 0.861
train | epoch   0 | Iter:    248/  8460 | global iter:    248/  8460 | loss: 0.6387 | ds_loss: 0.0000 | lr: 9.9788e-05 | scale:     1.0000 | micro time: 0.944 | step time: 0.879
train | epoch   0 | Iter:    252/  8460 | global iter:    252/  8460 | loss: 0.6186 | ds_loss: 0.0000 | lr: 9.9781e-05 | scale:     1.0000 | micro time: 0.944 | step time: 0.860
train | epoch   0 | Iter:    256/  8460 | global iter:    256/  8460 | loss: 0.9326 | ds_loss: 0.0000 | lr: 9.9774e-05 | scale:     1.0000 | micro time: 0.819 | step time: 0.849
train | epoch   0 | Iter:    260/  8460 | global iter:    260/  8460 | loss: 0.5990 | ds_loss: 0.0000 | lr: 9.9767e-05 | scale:     1.0000 | micro time: 0.810 | step time: 0.793
train | epoch   0 | Iter:    264/  8460 | global iter:    264/  8460 | loss: 0.5261 | ds_loss: 0.0000 | lr: 9.9760e-05 | scale:     1.0000 | micro time: 0.789 | step time: 0.862
train | epoch   0 | Iter:    268/  8460 | global iter:    268/  8460 | loss: 0.7675 | ds_loss: 0.0000 | lr: 9.9753e-05 | scale:     1.0000 | micro time: 0.910 | step time: 0.866
train | epoch   0 | Iter:    272/  8460 | global iter:    272/  8460 | loss: 0.7693 | ds_loss: 0.0000 | lr: 9.9745e-05 | scale:     1.0000 | micro time: 0.912 | step time: 0.898
train | epoch   0 | Iter:    276/  8460 | global iter:    276/  8460 | loss: 0.5166 | ds_loss: 0.0000 | lr: 9.9738e-05 | scale:     1.0000 | micro time: 0.711 | step time: 0.853
train | epoch   0 | Iter:    280/  8460 | global iter:    280/  8460 | loss: 0.7455 | ds_loss: 0.0000 | lr: 9.9730e-05 | scale:     1.0000 | micro time: 0.903 | step time: 0.832
train | epoch   0 | Iter:    284/  8460 | global iter:    284/  8460 | loss: 0.5026 | ds_loss: 0.0000 | lr: 9.9722e-05 | scale:     1.0000 | micro time: 0.795 | step time: 0.847
train | epoch   0 | Iter:    288/  8460 | global iter:    288/  8460 | loss: 0.8789 | ds_loss: 0.0000 | lr: 9.9715e-05 | scale:     1.0000 | micro time: 0.854 | step time: 0.860
train | epoch   0 | Iter:    292/  8460 | global iter:    292/  8460 | loss: 0.8814 | ds_loss: 0.0000 | lr: 9.9707e-05 | scale:     1.0000 | micro time: 0.939 | step time: 0.888
train | epoch   0 | Iter:    296/  8460 | global iter:    296/  8460 | loss: 0.7341 | ds_loss: 0.0000 | lr: 9.9699e-05 | scale:     1.0000 | micro time: 0.909 | step time: 0.904
train | epoch   0 | Iter:    300/  8460 | global iter:    300/  8460 | loss: 0.8150 | ds_loss: 0.0000 | lr: 9.9690e-05 | scale:     1.0000 | micro time: 0.920 | step time: 0.897
train | epoch   0 | Iter:    304/  8460 | global iter:    304/  8460 | loss: 0.6712 | ds_loss: 0.0000 | lr: 9.9682e-05 | scale:     1.0000 | micro time: 0.841 | step time: 0.826
train | epoch   0 | Iter:    308/  8460 | global iter:    308/  8460 | loss: 0.6303 | ds_loss: 0.0000 | lr: 9.9674e-05 | scale:     1.0000 | micro time: 0.925 | step time: 0.904
train | epoch   0 | Iter:    312/  8460 | global iter:    312/  8460 | loss: 0.4589 | ds_loss: 0.0000 | lr: 9.9665e-05 | scale:     1.0000 | micro time: 0.931 | step time: 0.893
train | epoch   0 | Iter:    316/  8460 | global iter:    316/  8460 | loss: 0.7127 | ds_loss: 0.0000 | lr: 9.9656e-05 | scale:     1.0000 | micro time: 0.795 | step time: 0.787
train | epoch   0 | Iter:    320/  8460 | global iter:    320/  8460 | loss: 0.8676 | ds_loss: 0.0000 | lr: 9.9648e-05 | scale:     1.0000 | micro time: 0.851 | step time: 0.836
train | epoch   0 | Iter:    324/  8460 | global iter:    324/  8460 | loss: 0.8267 | ds_loss: 0.0000 | lr: 9.9639e-05 | scale:     1.0000 | micro time: 0.976 | step time: 0.876
train | epoch   0 | Iter:    328/  8460 | global iter:    328/  8460 | loss: 0.5519 | ds_loss: 0.0000 | lr: 9.9630e-05 | scale:     1.0000 | micro time: 0.805 | step time: 0.844
train | epoch   0 | Iter:    332/  8460 | global iter:    332/  8460 | loss: 0.4321 | ds_loss: 0.0000 | lr: 9.9621e-05 | scale:     1.0000 | micro time: 0.803 | step time: 0.813
train | epoch   0 | Iter:    336/  8460 | global iter:    336/  8460 | loss: 0.4089 | ds_loss: 0.0000 | lr: 9.9612e-05 | scale:     1.0000 | micro time: 0.784 | step time: 0.816
train | epoch   0 | Iter:    340/  8460 | global iter:    340/  8460 | loss: 0.6326 | ds_loss: 0.0000 | lr: 9.9602e-05 | scale:     1.0000 | micro time: 0.755 | step time: 0.884
train | epoch   0 | Iter:    344/  8460 | global iter:    344/  8460 | loss: 0.7003 | ds_loss: 0.0000 | lr: 9.9593e-05 | scale:     1.0000 | micro time: 0.907 | step time: 0.867
train | epoch   0 | Iter:    348/  8460 | global iter:    348/  8460 | loss: 0.5761 | ds_loss: 0.0000 | lr: 9.9583e-05 | scale:     1.0000 | micro time: 0.938 | step time: 0.834
train | epoch   0 | Iter:    352/  8460 | global iter:    352/  8460 | loss: 0.6057 | ds_loss: 0.0000 | lr: 9.9574e-05 | scale:     1.0000 | micro time: 0.772 | step time: 0.807
train | epoch   0 | Iter:    356/  8460 | global iter:    356/  8460 | loss: 0.8245 | ds_loss: 0.0000 | lr: 9.9564e-05 | scale:     1.0000 | micro time: 0.955 | step time: 0.886
train | epoch   0 | Iter:    360/  8460 | global iter:    360/  8460 | loss: 0.5469 | ds_loss: 0.0000 | lr: 9.9554e-05 | scale:     1.0000 | micro time: 1.007 | step time: 0.899
train | epoch   0 | Iter:    364/  8460 | global iter:    364/  8460 | loss: 0.6716 | ds_loss: 0.0000 | lr: 9.9544e-05 | scale:     1.0000 | micro time: 0.920 | step time: 0.886
train | epoch   0 | Iter:    368/  8460 | global iter:    368/  8460 | loss: 0.7944 | ds_loss: 0.0000 | lr: 9.9534e-05 | scale:     1.0000 | micro time: 0.797 | step time: 0.898
train | epoch   0 | Iter:    372/  8460 | global iter:    372/  8460 | loss: 0.9225 | ds_loss: 0.0000 | lr: 9.9524e-05 | scale:     1.0000 | micro time: 0.914 | step time: 0.908
train | epoch   0 | Iter:    376/  8460 | global iter:    376/  8460 | loss: 0.8693 | ds_loss: 0.0000 | lr: 9.9514e-05 | scale:     1.0000 | micro time: 0.903 | step time: 0.861
train | epoch   0 | Iter:    380/  8460 | global iter:    380/  8460 | loss: 0.4627 | ds_loss: 0.0000 | lr: 9.9504e-05 | scale:     1.0000 | micro time: 0.959 | step time: 0.840
train | epoch   0 | Iter:    384/  8460 | global iter:    384/  8460 | loss: 0.6549 | ds_loss: 0.0000 | lr: 9.9493e-05 | scale:     1.0000 | micro time: 0.827 | step time: 0.891
train | epoch   0 | Iter:    388/  8460 | global iter:    388/  8460 | loss: 0.4982 | ds_loss: 0.0000 | lr: 9.9482e-05 | scale:     1.0000 | micro time: 0.989 | step time: 0.880
train | epoch   0 | Iter:    392/  8460 | global iter:    392/  8460 | loss: 1.0416 | ds_loss: 0.0000 | lr: 9.9472e-05 | scale:     1.0000 | micro time: 0.817 | step time: 0.878
train | epoch   0 | Iter:    396/  8460 | global iter:    396/  8460 | loss: 0.5198 | ds_loss: 0.0000 | lr: 9.9461e-05 | scale:     1.0000 | micro time: 0.874 | step time: 0.839
train | epoch   0 | Iter:    400/  8460 | global iter:    400/  8460 | loss: 0.6164 | ds_loss: 0.0000 | lr: 9.9450e-05 | scale:     1.0000 | micro time: 0.728 | step time: 0.838
train | epoch   0 | Iter:    404/  8460 | global iter:    404/  8460 | loss: 0.6498 | ds_loss: 0.0000 | lr: 9.9439e-05 | scale:     1.0000 | micro time: 0.918 | step time: 0.904
train | epoch   0 | Iter:    408/  8460 | global iter:    408/  8460 | loss: 0.6142 | ds_loss: 0.0000 | lr: 9.9428e-05 | scale:     1.0000 | micro time: 0.846 | step time: 0.896
train | epoch   0 | Iter:    412/  8460 | global iter:    412/  8460 | loss: 0.6435 | ds_loss: 0.0000 | lr: 9.9417e-05 | scale:     1.0000 | micro time: 0.784 | step time: 0.843
train | epoch   0 | Iter:    416/  8460 | global iter:    416/  8460 | loss: 0.9572 | ds_loss: 0.0000 | lr: 9.9405e-05 | scale:     1.0000 | micro time: 0.909 | step time: 0.893
train | epoch   0 | Iter:    420/  8460 | global iter:    420/  8460 | loss: 0.4812 | ds_loss: 0.0000 | lr: 9.9394e-05 | scale:     1.0000 | micro time: 0.931 | step time: 0.895
train | epoch   0 | Iter:    424/  8460 | global iter:    424/  8460 | loss: 1.0553 | ds_loss: 0.0000 | lr: 9.9382e-05 | scale:     1.0000 | micro time: 0.892 | step time: 0.920
train | epoch   0 | Iter:    428/  8460 | global iter:    428/  8460 | loss: 0.7157 | ds_loss: 0.0000 | lr: 9.9370e-05 | scale:     1.0000 | micro time: 0.943 | step time: 0.876
train | epoch   0 | Iter:    432/  8460 | global iter:    432/  8460 | loss: 0.4867 | ds_loss: 0.0000 | lr: 9.9359e-05 | scale:     1.0000 | micro time: 0.927 | step time: 0.911
train | epoch   0 | Iter:    436/  8460 | global iter:    436/  8460 | loss: 0.8928 | ds_loss: 0.0000 | lr: 9.9347e-05 | scale:     1.0000 | micro time: 0.696 | step time: 0.809
train | epoch   0 | Iter:    440/  8460 | global iter:    440/  8460 | loss: 0.4761 | ds_loss: 0.0000 | lr: 9.9335e-05 | scale:     1.0000 | micro time: 0.931 | step time: 0.836
train | epoch   0 | Iter:    444/  8460 | global iter:    444/  8460 | loss: 0.5594 | ds_loss: 0.0000 | lr: 9.9323e-05 | scale:     1.0000 | micro time: 0.836 | step time: 0.884
train | epoch   0 | Iter:    448/  8460 | global iter:    448/  8460 | loss: 0.5064 | ds_loss: 0.0000 | lr: 9.9310e-05 | scale:     1.0000 | micro time: 0.862 | step time: 0.943
train | epoch   0 | Iter:    452/  8460 | global iter:    452/  8460 | loss: 0.5145 | ds_loss: 0.0000 | lr: 9.9298e-05 | scale:     1.0000 | micro time: 0.935 | step time: 0.835
train | epoch   0 | Iter:    456/  8460 | global iter:    456/  8460 | loss: 0.7486 | ds_loss: 0.0000 | lr: 9.9286e-05 | scale:     1.0000 | micro time: 0.801 | step time: 0.865
train | epoch   0 | Iter:    460/  8460 | global iter:    460/  8460 | loss: 0.6790 | ds_loss: 0.0000 | lr: 9.9273e-05 | scale:     1.0000 | micro time: 0.729 | step time: 0.859
train | epoch   0 | Iter:    464/  8460 | global iter:    464/  8460 | loss: 0.6410 | ds_loss: 0.0000 | lr: 9.9260e-05 | scale:     1.0000 | micro time: 0.867 | step time: 0.909
train | epoch   0 | Iter:    468/  8460 | global iter:    468/  8460 | loss: 0.5938 | ds_loss: 0.0000 | lr: 9.9248e-05 | scale:     1.0000 | micro time: 0.777 | step time: 0.842
train | epoch   0 | Iter:    472/  8460 | global iter:    472/  8460 | loss: 0.6484 | ds_loss: 0.0000 | lr: 9.9235e-05 | scale:     1.0000 | micro time: 0.928 | step time: 0.877
train | epoch   0 | Iter:    476/  8460 | global iter:    476/  8460 | loss: 0.5209 | ds_loss: 0.0000 | lr: 9.9222e-05 | scale:     1.0000 | micro time: 0.877 | step time: 0.874
train | epoch   0 | Iter:    480/  8460 | global iter:    480/  8460 | loss: 0.6716 | ds_loss: 0.0000 | lr: 9.9209e-05 | scale:     1.0000 | micro time: 0.898 | step time: 0.828
train | epoch   0 | Iter:    484/  8460 | global iter:    484/  8460 | loss: 0.3733 | ds_loss: 0.0000 | lr: 9.9195e-05 | scale:     1.0000 | micro time: 0.762 | step time: 0.857
train | epoch   0 | Iter:    488/  8460 | global iter:    488/  8460 | loss: 0.6004 | ds_loss: 0.0000 | lr: 9.9182e-05 | scale:     1.0000 | micro time: 0.957 | step time: 0.869
train | epoch   0 | Iter:    492/  8460 | global iter:    492/  8460 | loss: 0.3906 | ds_loss: 0.0000 | lr: 9.9169e-05 | scale:     1.0000 | micro time: 0.835 | step time: 0.888
train | epoch   0 | Iter:    496/  8460 | global iter:    496/  8460 | loss: 0.6974 | ds_loss: 0.0000 | lr: 9.9155e-05 | scale:     1.0000 | micro time: 0.843 | step time: 0.875
train | epoch   0 | Iter:    500/  8460 | global iter:    500/  8460 | loss: 0.4926 | ds_loss: 0.0000 | lr: 9.9141e-05 | scale:     1.0000 | micro time: 0.933 | step time: 0.883
train | epoch   0 | Iter:    504/  8460 | global iter:    504/  8460 | loss: 0.5299 | ds_loss: 0.0000 | lr: 9.9128e-05 | scale:     1.0000 | micro time: 0.933 | step time: 0.856
train | epoch   0 | Iter:    508/  8460 | global iter:    508/  8460 | loss: 0.3954 | ds_loss: 0.0000 | lr: 9.9114e-05 | scale:     1.0000 | micro time: 0.883 | step time: 0.856
train | epoch   0 | Iter:    512/  8460 | global iter:    512/  8460 | loss: 0.6135 | ds_loss: 0.0000 | lr: 9.9100e-05 | scale:     1.0000 | micro time: 0.941 | step time: 0.874
train | epoch   0 | Iter:    516/  8460 | global iter:    516/  8460 | loss: 0.6960 | ds_loss: 0.0000 | lr: 9.9086e-05 | scale:     1.0000 | micro time: 0.940 | step time: 0.898
train | epoch   0 | Iter:    520/  8460 | global iter:    520/  8460 | loss: 0.4359 | ds_loss: 0.0000 | lr: 9.9072e-05 | scale:     1.0000 | micro time: 0.769 | step time: 0.815
train | epoch   0 | Iter:    524/  8460 | global iter:    524/  8460 | loss: 0.5921 | ds_loss: 0.0000 | lr: 9.9057e-05 | scale:     1.0000 | micro time: 0.928 | step time: 0.942
train | epoch   0 | Iter:    528/  8460 | global iter:    528/  8460 | loss: 0.4941 | ds_loss: 0.0000 | lr: 9.9043e-05 | scale:     1.0000 | micro time: 0.826 | step time: 0.884
train | epoch   0 | Iter:    532/  8460 | global iter:    532/  8460 | loss: 0.4107 | ds_loss: 0.0000 | lr: 9.9028e-05 | scale:     1.0000 | micro time: 0.935 | step time: 0.871
train | epoch   0 | Iter:    536/  8460 | global iter:    536/  8460 | loss: 0.3716 | ds_loss: 0.0000 | lr: 9.9014e-05 | scale:     1.0000 | micro time: 0.838 | step time: 0.787
train | epoch   0 | Iter:    540/  8460 | global iter:    540/  8460 | loss: 0.5959 | ds_loss: 0.0000 | lr: 9.8999e-05 | scale:     1.0000 | micro time: 0.964 | step time: 0.942
train | epoch   0 | Iter:    544/  8460 | global iter:    544/  8460 | loss: 0.4518 | ds_loss: 0.0000 | lr: 9.8984e-05 | scale:     1.0000 | micro time: 0.922 | step time: 0.842
train | epoch   0 | Iter:    548/  8460 | global iter:    548/  8460 | loss: 0.7122 | ds_loss: 0.0000 | lr: 9.8969e-05 | scale:     1.0000 | micro time: 0.764 | step time: 0.869
train | epoch   0 | Iter:    552/  8460 | global iter:    552/  8460 | loss: 0.6471 | ds_loss: 0.0000 | lr: 9.8954e-05 | scale:     1.0000 | micro time: 0.793 | step time: 0.846
train | epoch   0 | Iter:    556/  8460 | global iter:    556/  8460 | loss: 0.5136 | ds_loss: 0.0000 | lr: 9.8939e-05 | scale:     1.0000 | micro time: 0.981 | step time: 0.896
train | epoch   0 | Iter:    560/  8460 | global iter:    560/  8460 | loss: 0.9535 | ds_loss: 0.0000 | lr: 9.8924e-05 | scale:     1.0000 | micro time: 0.939 | step time: 0.815
train | epoch   0 | Iter:    564/  8460 | global iter:    564/  8460 | loss: 0.5613 | ds_loss: 0.0000 | lr: 9.8908e-05 | scale:     1.0000 | micro time: 0.868 | step time: 0.867
